timestamp,institutionType,institutionName,unitName,location,jobTitle,erLevel,triageRatio,criticalRatio,observationRatio,violenceFreq,weeklyHours,overtimePolicy,yearsCurrent,yearsTotal,annualSalary,monthlyBase,annualBonus,workAtmosphere,promotion,recommendIndex,comment
2025-10-24 12:59,醫學中心,國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,急診醫學部,新竹市,護理長,重度級,1:40,1:2,1:8,每季,50-55,合理範圍給,1,12,139,58,21,4,機會多,3,
2025-10-24,醫學中心,中國醫藥大學附設醫院,急診部,台中市,N2,重度級,1:30,1:2,1:8,每月,50-55,合理範圍給,5,1,105,44,16,3,機會多,3,
2025-10-24,醫學中心,長庚醫療財團法人林口長庚紀念醫院,急診室,桃園市,N2,重度級,1:40,1:2,1:5,每月,60+,一律不給,8,10,113,47,17,2,難以升遷,1,leader 形同虛設
2025-10-23 18:28,醫學中心,財團法人私立高雄醫學大學附設中和紀念醫院,急診室,高雄市,專科護理師,重度級,1:25,1:2,1:5,罕見,50-55,合理範圍給,6,6,126,53,19,4,機會多,3,工時長但待遇可
2025-10-23 15:58,醫學中心,國立台灣大學醫學院附設醫院,急診室,台北市,N0,重度級,1:30,1:4,1:5,罕見,50-55,一律給,4,11,102,43,15,4,機會多,3,
2025-10-23 11:44,醫學中心,國立臺灣大學醫學院附設醫院兒童醫院,急診室,台北市,N1,中度級,1:30,1:2,1:10,每週,50-55,合理範圍給,7,4,103,43,15,3,普通,2,工時超長
2025-10-23,醫學中心,國立臺灣大學醫學院附設醫院兒童醫院,急診醫學部,台北市,N2,重度級,1:35,1:3,1:6,每季,50-55,合理範圍給,8,13,108,45,16,4,機會多,3,夜班輪轉公平
2025-10-23,區域醫院,奇美醫療財團法人柳營奇美醫院,急診中心,台南市,N2,中度級,1:30,1:2,1:10,罕見,60+,一律不給,5,6,97,41,15,3,難以升遷,2,主管管太細
2025-10-23,地區醫院,廣川醫院,急診醫學部,新北市,N2,一般級,1:40,1:2,1:10,每月,45-50,一律給,2,11,68,29,10,3,難以升遷,2,人力穩定但行政會議多
2025-10-23,醫學中心,中山醫學大學附設醫院,急診室,台中市,N0,重度級,1:35,1:2,1:6,每月,55-60,一律不給,5,5,102,43,15,2,普通,1,沒人沒錢沒尊重
2025-10-22 14:59,地區醫院,臺北榮民總醫院蘇澳分院,急診部,宜蘭縣,N2,一般級,1:30,1:2,1:5,每季,50-55,合理範圍給,1,13,83,35,12,3,難以升遷,2,
2025-10-22 07:11,地區醫院,彰化基督教醫療財團法人員林基督教醫院,急診室,彰化縣,N2,一般級,1:25,1:3,1:6,每月,60+,一律不給,8,2,82,34,12,2,普通,1,
2025-10-22,區域醫院,衛生福利部南投醫院及其中興院區,急診醫學部,南投縣,N3,一般級,1:25,1:2,1:6,罕見,55-60,主管判斷,1,8,103,43,15,3,難以升遷,2,可學到很多技術
2025-10-22,醫學中心,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,急診中心,新北市,N2,重度級,1:30,1:4,1:5,每月,45-50,合理範圍給,8,5,99,42,15,3,普通,3,
2025-10-22,醫學中心,義大醫療財團法人義大醫院,急診醫學部,高雄市,N2,中度級,1:25,1:2,1:10,每月,50-55,合理範圍給,8,3,110,46,17,4,機會多,3,主管支持度高
2025-10-21 19:57,醫學中心,國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,急診部,新竹市,N4,重度級,1:30,1:3,1:10,每週,50-55,主管判斷,8,12,123,52,18,4,普通,3,
2025-10-21 13:21,醫學中心,臺北榮民總醫院,急診部,台北市,專科護理師,重度級,1:35,1:2,1:8,每月,50-55,合理範圍給,1,8,113,47,17,3,普通,2,沒人沒錢沒尊重
2025-10-21,醫學中心,國立成功大學醫學院附設醫院,急診中心,台南市,專科護理師,重度級,1:25,1:2,1:10,每週,60+,一律不給,8,1,114,48,17,3,普通,2,新人訓練紮實
2025-10-21,區域醫院,國立臺灣大學醫學院附設醫院雲林分院及其虎尾院區,急診室,雲林縣,專科護理師,中度級,1:40,1:3,1:10,每週,45-50,合理範圍給,8,6,99,42,15,4,機會多,3,新人訓練紮實
2025-10-21,區域醫院,澄清綜合醫院,急診醫學部,台中市,護理長,中度級,1:25,1:2,1:5,罕見,60+,一律不給,5,12,113,47,17,3,難以升遷,2,人力過勞且無加班費
2025-10-21,區域醫院,澄清綜合醫院中港分院,急診室,台中市,護理長,中度級,1:30,1:4,1:8,每週,45-50,一律給,4,13,127,53,19,3,難以升遷,2,新人零保護
2025-10-20 20:27,地區醫院,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,急診中心,台南市,N3,一般級,1:25,1:3,1:8,每季,50-55,一律給,3,5,83,35,12,3,機會多,3,訓練體系完整
2025-10-20 19:12,區域醫院,寶建醫療社團法人寶建醫院,急診醫學部,屏東縣,N3,中度級,1:25,1:2,1:10,每季,50-55,合理範圍給,1,1,92,39,14,3,機會多,3,氣氛輕鬆
2025-10-20,醫學中心,長庚醫療財團法人高雄長庚紀念醫院,急診中心,高雄市,N3,重度級,1:35,1:2,1:6,每月,50-55,主管判斷,8,2,117,49,18,4,機會多,3,可學到很多技術
2025-10-20,醫學中心,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,急診部,新北市,N3,重度級,1:35,1:3,1:6,每月,45-50,合理範圍給,4,10,113,47,17,4,機會多,3,安寧團隊互相 support
2025-10-20,區域醫院,臺北榮民總醫院桃園分院,急診室,桃園市,副護理長,中度級,1:30,1:4,1:10,每週,55-60,一律不給,1,12,110,46,17,3,難以升遷,2,
2025-10-20,地區醫院,惠來醫療社團法人宏仁醫院,急診醫學部,彰化縣,N4,一般級,1:30,1:3,1:5,每週,55-60,一律不給,5,3,104,44,16,3,難以升遷,2,夜班暴力事件多
2025-10-20,醫學中心,衛生福利部雙和醫院(委託臺北醫學大學興建經營),急診中心,新北市,N2,中度級,1:40,1:2,1:5,罕見,60+,主管判斷,7,1,100,42,15,3,難以升遷,2,加班沒給
2025-10-20,區域醫院,臺北市立聯合醫院中興院區,急診室,台北市,N2,一般級,1:25,1:3,1:6,每週,50-55,一律給,6,13,96,40,14,3,機會多,3,加班頻率可接受
2025-10-19,區域醫院,為恭醫療財團法人為恭紀念醫院及其東興院區,急診部,苗栗縣,N2,中度級,1:30,1:2,1:5,每週,50-55,合理範圍給,1,8,92,39,14,4,普通,3,可學到很多技術
2025-10-18 20:09,地區醫院,臺北榮民總醫院臺東分院及其勝利院區,急診部,台東縣,N4,一般級,1:35,1:4,1:8,每月,45-50,一律給,7,10,92,39,14,3,普通,2,人力嚴重不足
2025-10-18 17:23,區域醫院,敏盛綜合醫院,急診醫學部,桃園市,N1,中度級,1:25,1:2,1:8,罕見,50-55,一律給,3,6,86,36,13,4,普通,3,加班頻率可接受
2025-10-18 16:47,地區醫院,天主教耕莘醫療財團法人永和耕莘醫院,急診醫學部,新北市,護理長,一般級,1:35,1:4,1:6,每月,55-60,主管判斷,3,7,99,42,15,2,難以升遷,1,人力過勞且無加班費
2025-10-18 14:48,區域醫院,臺南市立安南醫院-委託中國醫藥大學興建經營,急診部,台南市,N2,中度級,1:25,1:3,1:8,每週,60+,一律不給,8,1,98,41,15,3,普通,2,
2025-10-18 09:54,地區醫院,臺中榮民總醫院埔里分院,急診室,南投縣,N3,一般級,1:40,1:2,1:5,每週,50-55,合理範圍給,8,6,81,34,12,4,機會多,3,安寧團隊互相 support
2025-10-18,區域醫院,台南市立醫院(委託秀傳醫療社團法人經營),急診室,台南市,N0,中度級,1:25,1:2,1:8,每月,60+,一律不給,1,5,81,34,12,3,普通,2,新人零保護
2025-10-17 22:30,醫學中心,國立臺灣大學醫學院附設醫院兒童醫院,急診醫學部,台北市,N2,重度級,1:35,1:2,1:8,每月,50-55,合理範圍給,2,5,109,46,16,3,普通,3,可學到很多技術
2025-10-17 20:47,醫學中心,彰化基督教醫療財團法人彰化基督教兒童醫院,急診醫學部,彰化縣,專科護理師,重度級,1:30,1:2,1:6,罕見,60+,一律不給,7,3,116,49,17,3,難以升遷,2,可學到很多技術
2025-10-17 20:02,地區醫院,新永和醫院,急診部,桃園市,N3,一般級,1:30,1:4,1:5,每週,55-60,一律不給,1,6,89,37,13,2,難以升遷,1,人力過勞且無加班費
2025-10-17 11:43,醫學中心,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,急診中心,新北市,N1,重度級,1:30,1:4,1:10,每季,45-50,一律給,5,12,107,45,16,3,機會多,3,夜班輪轉公平
2025-10-17,醫學中心,彰化基督教醫療財團法人彰化基督教醫院,急診室,彰化縣,N3,中度級,1:25,1:2,1:10,每週,55-60,主管判斷,7,3,121,51,18,3,難以升遷,2,主管常 stand-by 不夠
2025-10-17,區域醫院,臺北榮民總醫院桃園分院,急診醫學部,桃園市,N3,中度級,1:30,1:4,1:10,罕見,60+,主管判斷,7,2,103,43,15,3,普通,2,工時長但待遇可
2025-10-17,區域醫院,衛生福利部臺南醫院,急診中心,台南市,副護理長,中度級,1:25,1:4,1:5,每季,45-50,主管判斷,8,7,115,48,17,3,普通,3,新人訓練紮實
2025-10-16 22:59,區域醫院,國泰醫療財團法人汐止國泰綜合醫院,急診醫學部,新北市,N3,中度級,1:40,1:2,1:8,每季,50-55,合理範圍給,4,1,107,45,16,4,機會多,3,
2025-10-16 21:36,醫學中心,衛生福利部雙和醫院(委託臺北醫學大學興建經營),急診部,新北市,護理長,中度級,1:30,1:4,1:10,每季,50-55,一律給,6,5,132,55,20,4,機會多,3,資深領班受重視
2025-10-16 17:56,區域醫院,輔仁大學學校財團法人輔仁大學附設醫院,急診室,新北市,N3,中度級,1:30,1:2,1:5,每週,50-55,合理範圍給,1,3,95,40,14,4,普通,3,訓練體系完整
2025-10-16 09:18,區域醫院,國泰醫療財團法人汐止國泰綜合醫院,急診室,新北市,N2,一般級,1:35,1:3,1:8,每月,45-50,合理範圍給,3,7,94,39,14,4,機會多,3,氣氛輕鬆
2025-10-16,醫學中心,彰化基督教醫療財團法人彰化基督教醫院,急診醫學部,彰化縣,N2,重度級,1:30,1:2,1:10,每月,60+,一律不給,3,5,112,47,17,3,難以升遷,1,工時長到爆
2025-10-15 23:19,地區醫院,中祥醫院,急診室,新北市,護理長,一般級,1:25,1:2,1:8,每月,55-60,一律不給,4,10,108,45,16,2,難以升遷,1,
2025-10-15 21:25,地區醫院,中壢長榮醫院,急診中心,桃園市,N1,一般級,1:25,1:3,1:8,每季,45-50,合理範圍給,6,10,77,32,12,3,機會多,3,團隊互助強
2025-10-15,區域醫院,衛生福利部基隆醫院,急診室,基隆市,副護理長,中度級,1:40,1:3,1:5,每週,50-55,一律給,2,12,106,45,16,3,普通,3,團隊互助強
2025-10-15,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,急診醫學部,新北市,N1,中度級,1:35,1:4,1:6,每季,60+,一律不給,1,8,97,41,15,3,普通,1,沒人沒錢沒尊重
2025-10-15,區域醫院,屏基醫療財團法人屏東基督教醫院及其瑞光院區,急診醫學部,屏東縣,N2,一般級,1:40,1:4,1:6,罕見,45-50,合理範圍給,3,1,90,38,14,3,難以升遷,2,人力穩定但行政會議多
2025-10-15,區域醫院,光田醫療社團法人光田綜合醫院及其大甲院區,急診部,台中市,N3,一般級,1:25,1:2,1:8,每月,60+,主管判斷,6,7,98,41,15,3,普通,2,被當打雜
2025-10-15,區域醫院,天成醫療社團法人天晟醫院,急診醫學部,桃園市,N1,中度級,1:35,1:3,1:10,每週,50-55,主管判斷,2,10,86,36,13,4,普通,3,主管支持度高
2025-10-15,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,急診中心,新北市,N2,重度級,1:40,1:3,1:8,每月,55-60,一律不給,1,3,105,44,16,2,普通,1,
2025-10-15,區域醫院,佛教慈濟醫療財團法人大林慈濟醫院,急診中心,嘉義縣,N2,中度級,1:30,1:3,1:10,每季,50-55,合理範圍給,5,7,90,38,14,3,難以升遷,2,
2025-10-15,區域醫院,醫療財團法人辜公亮基金會和信治癌中心醫院,急診部,台北市,N1,一般級,1:30,1:3,1:10,每週,50-55,主管判斷,2,8,89,37,13,4,普通,3,
2025-10-14 19:23,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,急診室,新北市,N2,重度級,1:30,1:3,1:6,罕見,50-55,合理範圍給,5,8,104,44,16,3,難以升遷,2,leader 形同虛設
2025-10-14,區域醫院,長庚醫療財團法人嘉義長庚紀念醫院,急診醫學部,嘉義縣,副護理長,一般級,1:35,1:3,1:5,每月,50-55,合理範圍給,4,6,112,47,17,4,普通,3,可學到很多技術
2025-10-14,區域醫院,新北市立聯合醫院及其板橋院區,急診室,新北市,N2,中度級,1:40,1:2,1:6,每季,55-60,一律不給,8,12,97,41,15,3,難以升遷,2,人力過勞且無加班費
2025-10-14,地區醫院,佛教慈濟醫療財團法人關山慈濟醫院,急診醫學部,台東縣,N2,一般級,1:30,1:3,1:10,每月,60+,主管判斷,6,13,74,31,11,3,難以升遷,1,加班沒給
2025-10-13 22:47,醫學中心,長庚醫療財團法人林口長庚紀念醫院,急診部,桃園市,N2,重度級,1:40,1:2,1:10,每週,55-60,一律不給,7,8,97,41,15,2,普通,1,主管常 stand-by 不夠
2025-10-13 18:05,區域醫院,佛教慈濟醫療財團法人台中慈濟醫院,急診醫學部,台中市,N0,一般級,1:40,1:2,1:8,每月,45-50,主管判斷,4,3,87,37,13,4,機會多,3,
2025-10-13 09:28,地區醫院,馨蕙馨醫院,急診中心,高雄市,N1,一般級,1:40,1:2,1:8,每月,55-60,主管判斷,5,8,74,31,11,3,難以升遷,2,工時長但待遇可
2025-10-13,地區醫院,西園醫療社團法人西園醫院,急診部,台北市,N4,一般級,1:35,1:3,1:5,每季,60+,主管判斷,1,12,105,44,16,2,難以升遷,1,被當打雜
2025-10-13,區域醫院,衛生福利部屏東醫院,急診中心,屏東縣,N2,一般級,1:30,1:3,1:8,每月,45-50,一律給,4,11,93,39,14,4,機會多,3,資深領班受重視
2025-10-13,區域醫院,行天宮醫療志業醫療財團法人恩主公醫院,急診室,新北市,N2,一般級,1:40,1:3,1:6,每週,60+,一律不給,2,4,90,38,14,3,普通,2,夜班輪轉公平
2025-10-12 19:57,地區醫院,仁村醫院,急診部,台南市,N2,一般級,1:30,1:2,1:8,罕見,45-50,主管判斷,8,10,69,29,10,3,難以升遷,2,常被臨時調班
2025-10-11 17:21,區域醫院,行天宮醫療志業醫療財團法人恩主公醫院,急診室,新北市,N4,中度級,1:35,1:3,1:6,罕見,55-60,一律不給,4,1,117,49,18,3,普通,2,案件量大但有規矩
2025-10-11 17:19,區域醫院,聯新國際醫院,急診中心,桃園市,N1,一般級,1:35,1:3,1:8,每月,50-55,合理範圍給,6,4,89,37,13,4,機會多,3,資深領班受重視
2025-10-11 16:38,醫學中心,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,急診中心,台北市,副護理長,重度級,1:30,1:3,1:10,罕見,55-60,主管判斷,6,2,122,51,18,3,難以升遷,2,沒人沒錢沒尊重
2025-10-11,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,急診中心,新北市,N0,重度級,1:30,1:2,1:8,每月,55-60,一律不給,8,6,102,43,15,3,難以升遷,1,leader 形同虛設
2025-10-10 11:34,區域醫院,臺中榮民總醫院嘉義分院,急診部,嘉義市,N4,中度級,1:25,1:2,1:10,每季,60+,一律不給,5,2,116,49,17,3,難以升遷,2,常被臨時調班
2025-10-10 09:29,區域醫院,高雄市立大同醫院,急診中心,高雄市,護理長,一般級,1:30,1:2,1:8,每月,50-55,合理範圍給,2,5,112,47,17,4,機會多,3,同事關係好
2025-10-10,醫學中心,國立成功大學醫學院附設醫院,急診部,台南市,N3,中度級,1:40,1:2,1:5,每月,50-55,合理範圍給,6,13,114,48,17,4,機會多,3,案件多但學得快
2025-10-10,地區醫院,梓榮醫療社團法人弘大醫院,急診醫學部,苗栗縣,N2,一般級,1:25,1:2,1:5,罕見,45-50,合理範圍給,2,7,76,32,11,4,機會多,3,人力穩定但行政會議多
2025-10-10,地區醫院,原祿骨科醫院,急診室,高雄市,N4,一般級,1:40,1:4,1:6,每月,45-50,合理範圍給,5,2,95,40,14,3,普通,2,人力過勞且無加班費
2025-10-09,地區醫院,順安醫院,急診室,彰化縣,N4,一般級,1:35,1:2,1:5,每月,55-60,主管判斷,7,10,104,44,16,3,普通,1,人力過勞且無加班費
2025-10-09,區域醫院,中國醫藥大學北港附設醫院,急診部,雲林縣,N2,中度級,1:25,1:4,1:5,罕見,60+,主管判斷,4,8,92,39,14,3,普通,2,人力極端不足
2025-10-09,醫學中心,彰化基督教醫療財團法人彰化基督教兒童醫院,急診室,彰化縣,N1,重度級,1:30,1:4,1:5,每月,50-55,一律給,1,6,105,44,16,4,機會多,3,氣氛輕鬆
2025-10-08 09:51,醫學中心,國泰醫療財團法人汐止國泰綜合醫院,急診中心,新北市,副護理長,重度級,1:30,1:3,1:8,每月,50-55,主管判斷,6,8,122,51,18,3,機會多,3,案件多但學得快
2025-10-08,區域醫院,臺北榮民總醫院桃園分院,急診中心,桃園市,N1,中度級,1:25,1:2,1:6,每月,45-50,主管判斷,8,11,79,33,12,3,機會多,3,案件量大但有規矩
2025-10-08,區域醫院,亞洲大學附屬醫院,急診中心,台中市,N4,中度級,1:35,1:2,1:6,每季,50-55,主管判斷,2,5,122,51,18,3,機會多,3,訓練體系完整
2025-10-08,區域醫院,澄清綜合醫院中港分院,急診醫學部,台中市,N4,中度級,1:30,1:2,1:6,每月,50-55,合理範圍給,3,2,108,45,16,4,機會多,3,薪資與制度都優
2025-10-08,區域醫院,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,急診室,高雄市,N4,中度級,1:25,1:2,1:5,每週,50-55,合理範圍給,3,8,109,46,16,4,普通,3,專科氣氛 OK
2025-10-07 20:48,醫學中心,臺北榮民總醫院,急診部,台北市,N1,重度級,1:30,1:3,1:5,每月,50-55,合理範圍給,6,9,98,41,15,3,難以升遷,2,工時超長
2025-10-07 14:42,地區醫院,君銓骨科醫院,急診醫學部,台中市,N4,一般級,1:30,1:3,1:5,每月,45-50,一律給,3,4,99,42,15,3,難以升遷,2,加班沒給
2025-10-07,區域醫院,台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,急診室,台東縣,N1,中度級,1:30,1:3,1:5,罕見,45-50,合理範圍給,6,2,83,35,12,3,機會多,3,案件多但學得快
2025-10-06 13:01,醫學中心,臺北榮民總醫院,急診中心,台北市,N2,重度級,1:40,1:2,1:8,每季,50-55,一律給,6,6,113,47,17,4,機會多,3,安寧團隊互相 support
2025-10-06 12:02,區域醫院,秀傳醫療財團法人彰濱秀傳紀念醫院,急診醫學部,彰化縣,N0,中度級,1:30,1:2,1:10,每月,55-60,主管判斷,5,4,86,36,13,3,難以升遷,2,
2025-10-06 10:30,區域醫院,仁愛醫療財團法人大里仁愛醫院,急診部,台中市,N0,中度級,1:35,1:2,1:5,每月,55-60,一律不給,6,5,84,35,13,3,難以升遷,2,訓練體系完整
2025-10-06,醫學中心,長庚醫療財團法人林口長庚紀念醫院,急診部,桃園市,N2,中度級,1:30,1:3,1:8,每季,60+,主管判斷,7,13,106,45,16,3,難以升遷,2,工時超長
2025-10-06,醫學中心,高雄榮民總醫院,急診中心,高雄市,N2,重度級,1:40,1:2,1:10,罕見,45-50,合理範圍給,6,2,101,42,15,4,機會多,3,案件多但學得快
2025-10-06,醫學中心,奇美醫療財團法人奇美醫院及其樹林院區,急診室,台南市,N3,重度級,1:25,1:3,1:6,每季,50-55,合理範圍給,3,11,118,50,18,4,機會多,3,
2025-10-06,區域醫院,屏東榮民總醫院,急診醫學部,屏東縣,N1,中度級,1:40,1:2,1:6,每季,50-55,一律給,7,7,88,37,13,3,機會多,3,氣氛輕鬆
2025-10-05 12:25,醫學中心,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,急診醫學部,新北市,N2,重度級,1:40,1:3,1:6,每季,60+,主管判斷,7,2,101,42,15,3,難以升遷,2,新人零保護
2025-10-05,地區醫院,李綜合醫療社團法人苑裡李綜合醫院,急診醫學部,苗栗縣,N3,一般級,1:30,1:3,1:5,每週,55-60,主管判斷,6,2,81,34,12,3,難以升遷,1,工時超長
2025-10-05,醫學中心,高雄榮民總醫院,急診醫學部,高雄市,N1,重度級,1:40,1:2,1:10,罕見,55-60,一律不給,8,1,99,42,15,2,普通,1,人力嚴重不足
2025-10-03 23:55,地區醫院,信一骨科醫院,急診中心,台南市,N2,一般級,1:25,1:2,1:10,每月,55-60,一律不給,5,8,79,33,12,2,普通,1,主管常 stand-by 不夠
2025-10-03 23:26,醫學中心,中國醫藥大學附設醫院,急診部,台中市,專科護理師,重度級,1:40,1:2,1:5,每季,60+,一律不給,7,11,121,51,18,3,難以升遷,2,人力極端不足
2025-10-03 07:36,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,急診醫學部,新北市,N2,中度級,1:30,1:3,1:6,每週,45-50,一律給,5,2,100,42,15,3,機會多,3,安寧團隊互相 support
2025-10-03,醫學中心,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,急診室,新北市,專科護理師,重度級,1:25,1:3,1:8,每週,45-50,合理範圍給,6,4,117,49,18,4,機會多,3,兒科氣氛溫暖
2025-10-03,醫學中心,國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,急診中心,新竹市,N2,中度級,1:40,1:2,1:8,罕見,60+,主管判斷,6,1,107,45,16,3,難以升遷,2,
2025-10-03,地區醫院,七賢脊椎外科醫院,急診中心,高雄市,N0,一般級,1:35,1:2,1:5,罕見,55-60,一律不給,4,13,69,29,10,3,難以升遷,2,人力極端不足
2025-10-03,醫學中心,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,急診室,新北市,N1,重度級,1:40,1:3,1:8,罕見,45-50,主管判斷,5,6,107,45,16,3,普通,3,訓練體系完整
2025-10-02 20:36,醫學中心,財團法人私立高雄醫學大學附設中和紀念醫院,急診醫學部,高雄市,副護理長,重度級,1:40,1:3,1:6,每季,50-55,合理範圍給,4,7,120,50,18,3,機會多,3,同事關係好
2025-10-02,醫學中心,中國醫藥大學兒童醫院,急診部,台中市,護理長,中度級,1:40,1:2,1:8,每季,50-55,合理範圍給,1,4,142,60,21,3,機會多,3,中部醫院 case 量適中
2025-10-02,地區醫院,民眾醫院,急診醫學部,屏東縣,副護理長,一般級,1:35,1:3,1:8,每季,60+,一律不給,1,9,92,39,14,3,難以升遷,2,人力穩定但行政會議多
2025-10-02,醫學中心,佛教慈濟醫療財團法人花蓮慈濟醫院,急診室,花蓮縣,N0,重度級,1:35,1:2,1:8,每季,50-55,合理範圍給,6,13,89,37,13,3,普通,3,門診作息穩定
2025-10-02,醫學中心,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,急診部,台北市,N2,中度級,1:40,1:2,1:10,罕見,55-60,一律不給,1,11,104,44,16,2,難以升遷,1,新人零保護
2025-10-01 19:14,區域醫院,衛生福利部屏東醫院,急診部,屏東縣,N2,中度級,1:40,1:4,1:6,每月,60+,一律不給,1,12,89,37,13,3,難以升遷,2,人力極端不足
2025-10-01 16:45,區域醫院,寶建醫療社團法人寶建醫院,急診中心,屏東縣,專科護理師,一般級,1:30,1:2,1:6,每季,60+,主管判斷,7,8,110,46,17,3,難以升遷,2,可學到很多技術
2025-10-01 14:19,醫學中心,義大醫療財團法人義大醫院,急診部,高雄市,N2,中度級,1:40,1:4,1:8,每月,45-50,一律給,3,11,104,44,16,3,難以升遷,2,主管常 stand-by 不夠
2025-10-01 14:09,地區醫院,仁村醫院,急診醫學部,台南市,N2,一般級,1:40,1:4,1:6,每週,60+,一律不給,4,11,74,31,11,3,難以升遷,2,
2025-10-01 10:46,區域醫院,國軍左營總醫院附設民眾診療服務處,急診室,高雄市,護理長,中度級,1:35,1:2,1:8,每月,60+,一律不給,4,1,125,53,19,3,難以升遷,2,人力穩定但行政會議多
2025-10-01 10:19,區域醫院,新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),急診室,新竹市,N3,中度級,1:25,1:3,1:8,每月,55-60,一律不給,8,9,106,45,16,3,難以升遷,2,工時超長
2025-10-01,區域醫院,衛生福利部臺中醫院,急診部,台中市,N1,中度級,1:25,1:2,1:8,每季,55-60,主管判斷,7,9,89,37,13,3,難以升遷,2,工時長但待遇可
2025-10-01,醫學中心,國泰醫療財團法人汐止國泰綜合醫院,急診室,新北市,護理長,中度級,1:25,1:2,1:8,每週,55-60,主管判斷,2,7,136,57,20,2,難以升遷,1,leader 形同虛設
2025-10-01,區域醫院,國泰醫療財團法人汐止國泰綜合醫院,急診中心,新北市,N3,中度級,1:35,1:3,1:5,每月,55-60,一律不給,2,2,106,45,16,2,難以升遷,1,
2025-10-01,醫學中心,長庚醫療財團法人林口長庚紀念醫院,急診室,桃園市,專科護理師,重度級,1:25,1:2,1:6,每週,45-50,合理範圍給,3,10,119,50,18,3,機會多,3,人力穩定但行政會議多
2025-09-30 23:01,區域醫院,為恭醫療財團法人為恭紀念醫院及其東興院區,急診室,苗栗縣,護理長,中度級,1:30,1:2,1:8,每週,60+,一律不給,4,4,126,53,19,3,難以升遷,2,主管管太細
2025-09-30 19:25,地區醫院,聯新國際醫院桃新分院,急診室,桃園市,N4,一般級,1:30,1:3,1:10,每月,50-55,主管判斷,4,11,105,44,16,3,機會多,3,同事關係好
2025-09-30 09:44,醫學中心,衛生福利部雙和醫院(委託臺北醫學大學興建經營),急診中心,新北市,N3,重度級,1:40,1:2,1:8,每月,45-50,一律給,5,5,121,51,18,4,普通,3,
2025-09-30 09:35,區域醫院,屏基醫療財團法人屏東基督教醫院及其瑞光院區,急診部,屏東縣,N1,中度級,1:40,1:2,1:5,每週,60+,一律不給,3,2,80,34,12,3,難以升遷,2,leader 形同虛設
2025-09-30,醫學中心,財團法人私立高雄醫學大學附設中和紀念醫院,急診室,高雄市,N0,重度級,1:30,1:3,1:6,每季,50-55,一律給,1,7,93,39,14,3,機會多,3,同事關係好
2025-09-30,地區醫院,國軍桃園總醫院新竹分院附設民眾診療服務處,急診室,新竹市,N3,一般級,1:30,1:3,1:10,罕見,50-55,合理範圍給,7,11,87,37,13,3,機會多,3,可學到很多技術
2025-09-30,地區醫院,漢忠醫院,急診醫學部,台中市,副護理長,一般級,1:35,1:4,1:10,每季,55-60,一律不給,8,6,101,42,15,2,難以升遷,1,新人零保護
2025-09-29 13:39,醫學中心,國立臺灣大學醫學院附設醫院兒童醫院,急診醫學部,台北市,N3,重度級,1:25,1:2,1:5,每週,60+,一律不給,6,12,123,52,18,3,普通,2,加班沒給
2025-09-29,醫學中心,彰化基督教醫療財團法人彰化基督教醫院,急診醫學部,彰化縣,N2,中度級,1:35,1:2,1:10,每月,60+,一律不給,3,6,108,45,16,3,難以升遷,2,可學到很多技術
2025-09-29,醫學中心,義大醫療財團法人義大醫院,急診中心,高雄市,N4,重度級,1:30,1:4,1:10,罕見,45-50,主管判斷,2,5,126,53,19,3,難以升遷,2,
2025-09-29,區域醫院,秀傳醫療財團法人彰濱秀傳紀念醫院,急診中心,彰化縣,N2,中度級,1:40,1:3,1:8,每季,55-60,主管判斷,6,2,95,40,14,3,難以升遷,2,常被臨時調班
2025-09-29,區域醫院,天成醫療社團法人天晟醫院,急診室,桃園市,N3,一般級,1:30,1:2,1:8,每季,60+,一律不給,5,6,95,40,14,3,普通,2,
2025-09-28 15:18,醫學中心,高雄榮民總醫院,急診室,高雄市,N2,中度級,1:25,1:2,1:6,罕見,50-55,一律給,6,2,113,47,17,4,普通,3,資深領班受重視
2025-09-28 10:14,區域醫院,國軍臺中總醫院附設民眾診療服務處,急診室,台中市,N0,一般級,1:40,1:2,1:6,每月,45-50,合理範圍給,5,9,82,34,12,4,機會多,3,
